"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 00:00","2019","01","01","00:00","4.3","","4.0","","98","","8","","11","","4.8","","98.49","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 01:00","2019","01","01","01:00","5.1","","5.0","","99","","","M","4","","16.1","","98.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 02:00","2019","01","01","02:00","5.9","","5.6","","98","","31","","28","","4.0","","98.57","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 03:00","2019","01","01","03:00","3.3","","2.6","","95","","30","","34","","16.1","","98.98","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 04:00","2019","01","01","04:00","2.8","","1.2","","89","","30","","28","","16.1","","99.29","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 05:00","2019","01","01","05:00","3.2","","0.6","","83","","29","","24","","16.1","","99.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 06:00","2019","01","01","06:00","2.7","","-0.2","","81","","32","","30","","16.1","","99.94","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 07:00","2019","01","01","07:00","2.3","","-1.0","","79","","31","","24","","16.1","","100.21","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 08:00","2019","01","01","08:00","1.9","","-1.7","","77","","31","","15","","16.1","","100.52","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 09:00","2019","01","01","09:00","1.5","","-2.5","","75","","30","","26","","16.1","","100.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 10:00","2019","01","01","10:00","1.0","","-3.0","","75","","33","","22","","16.1","","100.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 11:00","2019","01","01","11:00","-0.1","","-4.4","","73","","31","","24","","16.1","","100.97","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 12:00","2019","01","01","12:00","-0.1","","-4.4","","73","","30","","26","","16.1","","100.99","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 13:00","2019","01","01","13:00","-0.6","","-5.1","","72","","32","","18","","16.1","","101.14","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 14:00","2019","01","01","14:00","-0.5","","-5.6","","69","","33","","18","","16.1","","101.17","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 15:00","2019","01","01","15:00","-0.9","","-6.2","","67","","33","","17","","16.1","","101.29","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 16:00","2019","01","01","16:00","-2.0","","-7.3","","67","","33","","15","","16.1","","101.37","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 17:00","2019","01","01","17:00","-3.2","","-7.9","","70","","32","","21","","16.1","","101.48","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 18:00","2019","01","01","18:00","-4.2","","-8.3","","73","","34","","13","","16.1","","101.55","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 19:00","2019","01","01","19:00","-5.1","","-10.3","","67","","33","","11","","16.1","","101.63","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 20:00","2019","01","01","20:00","-5.6","","-10.2","","70","","33","","11","","16.1","","101.66","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 21:00","2019","01","01","21:00","-6.0","","-10.4","","71","","34","","13","","16.1","","101.68","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 22:00","2019","01","01","22:00","-6.4","","-10.7","","72","","32","","13","","16.1","","101.66","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-01 23:00","2019","01","01","23:00","-6.6","","-10.5","","74","","30","","8","","16.1","","101.65","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 00:00","2019","01","02","00:00","-6.4","","-10.5","","73","","32","","11","","16.1","","101.66","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 01:00","2019","01","02","01:00","-6.2","","-10.3","","73","","34","","8","","16.1","","101.67","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 02:00","2019","01","02","02:00","-6.2","","-10.3","","73","","32","","9","","16.1","","101.73","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 03:00","2019","01","02","03:00","-6.4","","-10.5","","73","","30","","11","","16.1","","101.82","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 04:00","2019","01","02","04:00","-6.9","","-10.6","","75","","33","","13","","16.1","","101.84","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 05:00","2019","01","02","05:00","-7.4","","-10.9","","76","","33","","9","","16.1","","101.79","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 06:00","2019","01","02","06:00","-7.4","","-10.6","","78","","6","","13","","16.1","","101.80","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 07:00","2019","01","02","07:00","-7.0","","-10.6","","76","","5","","8","","16.1","","101.84","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 08:00","2019","01","02","08:00","-7.0","","-10.6","","76","","7","","9","","16.1","","101.84","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 09:00","2019","01","02","09:00","-6.8","","-10.2","","77","","5","","8","","16.1","","101.88","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 10:00","2019","01","02","10:00","-6.6","","-11.0","","71","","6","","21","","16.1","","101.80","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 11:00","2019","01","02","11:00","-5.9","","-10.4","","71","","5","","15","","16.1","","101.77","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 12:00","2019","01","02","12:00","-4.7","","-8.5","","75","","7","","9","","16.1","","101.64","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 13:00","2019","01","02","13:00","-4.2","","-7.7","","77","","7","","13","","16.1","","101.45","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 14:00","2019","01","02","14:00","-3.8","","-6.6","","81","","6","","15","","16.1","","101.40","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 15:00","2019","01","02","15:00","-3.4","","-5.6","","85","","6","","17","","16.1","","101.22","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 16:00","2019","01","02","16:00","-2.7","","-4.9","","85","","8","","15","","16.1","","101.04","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 17:00","2019","01","02","17:00","-2.1","","-5.3","","79","","9","","8","","16.1","","100.96","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 18:00","2019","01","02","18:00","-1.1","","-4.0","","81","","9","","15","","12.9","","100.87","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 19:00","2019","01","02","19:00","-0.8","","-2.9","","86","","10","","13","","16.1","","100.73","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 20:00","2019","01","02","20:00","-0.2","","-2.3","","86","","9","","13","","16.1","","100.64","","","","-4","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 21:00","2019","01","02","21:00","0.1","","-2.0","","86","","8","","15","","11.3","","100.50","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 22:00","2019","01","02","22:00","0.3","","-1.2","","90","","9","","15","","6.4","","100.35","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-02 23:00","2019","01","02","23:00","0.3","","-0.7","","93","","8","","11","","2.8","","100.23","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 00:00","2019","01","03","00:00","0.3","","-0.4","","95","","8","","9","","3.2","","100.09","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 01:00","2019","01","03","01:00","0.3","","-0.3","","96","","","M","4","","4.0","","100.10","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 02:00","2019","01","03","02:00","0.3","","-0.1","","97","","29","","17","","9.7","","100.14","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 03:00","2019","01","03","03:00","0.1","","-1.4","","90","","27","","22","","16.1","","100.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 04:00","2019","01","03","04:00","0.3","","-1.8","","86","","24","","24","","16.1","","100.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 05:00","2019","01","03","05:00","0.8","","-2.1","","81","","26","","24","","16.1","","100.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 06:00","2019","01","03","06:00","1.0","","-2.8","","76","","26","","26","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 07:00","2019","01","03","07:00","0.8","","-3.9","","71","","25","","28","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 08:00","2019","01","03","08:00","0.5","","-4.2","","71","","27","","30","","16.1","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 09:00","2019","01","03","09:00","0.3","","-4.1","","72","","26","","26","","6.4","","100.66","","","","","","Rain,Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 10:00","2019","01","03","10:00","0.2","","-5.0","","68","","29","","22","","16.1","","100.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 11:00","2019","01","03","11:00","0.1","","-4.7","","70","","27","","17","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 12:00","2019","01","03","12:00","0.2","","-4.2","","73","","25","","32","","16.1","","100.49","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 13:00","2019","01","03","13:00","0.2","","-4.6","","70","","25","","28","","16.1","","100.51","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 14:00","2019","01","03","14:00","0.5","","-3.8","","73","","25","","30","","16.1","","100.46","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 15:00","2019","01","03","15:00","0.8","","-3.5","","73","","24","","34","","16.1","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 16:00","2019","01","03","16:00","1.0","","-3.7","","71","","24","","24","","16.1","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 17:00","2019","01","03","17:00","1.0","","-3.7","","71","","25","","24","","16.1","","100.45","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 18:00","2019","01","03","18:00","1.1","","-3.8","","70","","24","","24","","16.1","","100.43","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 19:00","2019","01","03","19:00","1.3","","-3.0","","73","","23","","32","","16.1","","100.46","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 20:00","2019","01","03","20:00","1.2","","-2.6","","76","","23","","32","","16.1","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 21:00","2019","01","03","21:00","1.2","","-2.2","","78","","22","","35","","16.1","","100.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 22:00","2019","01","03","22:00","1.4","","-2.2","","77","","23","","37","","16.1","","100.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-03 23:00","2019","01","03","23:00","1.4","","-1.7","","80","","23","","28","","16.1","","100.27","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 00:00","2019","01","04","00:00","1.6","","-1.5","","80","","24","","22","","16.1","","100.21","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 01:00","2019","01","04","01:00","1.8","","-1.3","","80","","24","","24","","16.1","","100.18","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 02:00","2019","01","04","02:00","2.0","","-1.3","","79","","24","","28","","16.1","","100.14","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 03:00","2019","01","04","03:00","1.8","","-1.3","","80","","24","","22","","16.1","","100.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 04:00","2019","01","04","04:00","1.7","","-1.0","","82","","25","","28","","16.1","","100.03","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 05:00","2019","01","04","05:00","1.7","","-0.6","","85","","25","","30","","16.1","","99.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 06:00","2019","01","04","06:00","1.7","","-0.4","","86","","24","","18","","16.1","","99.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 07:00","2019","01","04","07:00","1.8","","-0.3","","86","","23","","28","","16.1","","99.95","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 08:00","2019","01","04","08:00","2.0","","-0.3","","85","","23","","22","","16.1","","99.98","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 09:00","2019","01","04","09:00","2.4","","-0.4","","82","","23","","22","","16.1","","100.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 10:00","2019","01","04","10:00","3.2","","-0.3","","78","","24","","18","","16.1","","100.00","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 11:00","2019","01","04","11:00","4.2","","0.7","","78","","24","","21","","16.1","","99.94","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 12:00","2019","01","04","12:00","5.1","","1.3","","76","","22","","15","","16.1","","99.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 13:00","2019","01","04","13:00","5.7","","1.4","","74","","20","","11","","16.1","","99.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 14:00","2019","01","04","14:00","6.3","","1.3","","70","","19","","17","","16.1","","99.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 15:00","2019","01","04","15:00","6.2","","1.5","","72","","17","","13","","16.1","","99.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 16:00","2019","01","04","16:00","5.3","","1.8","","78","","18","","11","","16.1","","99.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 17:00","2019","01","04","17:00","4.1","","1.0","","80","","19","","15","","16.1","","99.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 18:00","2019","01","04","18:00","4.5","","1.7","","82","","26","","11","","16.1","","99.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 19:00","2019","01","04","19:00","3.5","","0.7","","82","","24","","11","","16.1","","99.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 20:00","2019","01","04","20:00","3.3","","1.4","","87","","21","","21","","16.1","","99.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 21:00","2019","01","04","21:00","2.8","","0.4","","84","","27","","11","","16.1","","99.68","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 22:00","2019","01","04","22:00","3.4","","-0.9","","73","","29","","11","","16.1","","99.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-04 23:00","2019","01","04","23:00","3.1","","-0.5","","77","","32","","8","","16.1","","99.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 00:00","2019","01","05","00:00","3.0","","-0.3","","79","","32","","9","","16.1","","99.53","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 01:00","2019","01","05","01:00","2.8","","-0.5","","79","","","M","4","","16.1","","99.49","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 02:00","2019","01","05","02:00","3.4","","-0.3","","77","","","M","4","","16.1","","99.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 03:00","2019","01","05","03:00","2.7","","-0.9","","77","","","M","5","","16.1","","99.52","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 04:00","2019","01","05","04:00","2.5","","-0.8","","79","","35","","15","","16.1","","99.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 05:00","2019","01","05","05:00","1.9","","-0.9","","82","","35","","21","","16.1","","99.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 06:00","2019","01","05","06:00","2.1","","-0.3","","84","","35","","18","","14.5","","99.54","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 07:00","2019","01","05","07:00","2.3","","0.0","","85","","35","","17","","14.5","","99.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 08:00","2019","01","05","08:00","2.5","","0.2","","85","","35","","13","","16.1","","99.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 09:00","2019","01","05","09:00","2.4","","-0.4","","82","","3","","15","","16.1","","99.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 10:00","2019","01","05","10:00","2.6","","-0.5","","80","","32","","5","","16.1","","99.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 11:00","2019","01","05","11:00","2.9","","-0.6","","78","","9","","8","","16.1","","99.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 12:00","2019","01","05","12:00","2.9","","-0.2","","80","","20","","9","","16.1","","99.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 13:00","2019","01","05","13:00","3.0","","0.1","","81","","21","","15","","16.1","","99.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 14:00","2019","01","05","14:00","3.1","","0.5","","83","","22","","18","","16.1","","99.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 15:00","2019","01","05","15:00","3.5","","-0.5","","75","","24","","9","","16.1","","99.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 16:00","2019","01","05","16:00","2.8","","0.4","","84","","21","","24","","16.1","","99.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 17:00","2019","01","05","17:00","1.7","","-0.2","","87","","21","","32","","16.1","","99.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 18:00","2019","01","05","18:00","1.6","","-0.3","","87","","22","","30","","16.1","","99.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 19:00","2019","01","05","19:00","1.4","","-0.7","","86","","24","","26","","16.1","","99.83","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 20:00","2019","01","05","20:00","1.6","","-0.5","","86","","23","","21","","11.3","","99.83","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 21:00","2019","01","05","21:00","1.9","","0.1","","88","","24","","17","","8.1","","99.89","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 22:00","2019","01","05","22:00","2.0","","0.4","","89","","22","","13","","6.4","","99.82","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-05 23:00","2019","01","05","23:00","2.4","","0.9","","90","","22","","18","","4.8","","99.80","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 00:00","2019","01","06","00:00","2.9","","1.6","","91","","24","","21","","4.8","","99.80","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 01:00","2019","01","06","01:00","3.2","","2.0","","92","","23","","24","","4.8","","99.86","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 02:00","2019","01","06","02:00","4.9","","1.4","","78","","29","","17","","16.1","","100.01","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 03:00","2019","01","06","03:00","4.8","","0.6","","74","","30","","22","","16.1","","100.12","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 04:00","2019","01","06","04:00","3.6","","0.8","","82","","33","","26","","16.1","","100.24","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 05:00","2019","01","06","05:00","3.2","","-1.1","","74","","32","","21","","16.1","","100.39","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 06:00","2019","01","06","06:00","2.6","","-1.8","","73","","31","","18","","16.1","","100.57","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 07:00","2019","01","06","07:00","2.3","","-1.7","","75","","29","","17","","16.1","","100.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 08:00","2019","01","06","08:00","2.0","","-1.3","","79","","31","","11","","16.1","","100.85","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 09:00","2019","01","06","09:00","1.7","","-0.7","","84","","31","","13","","16.1","","101.01","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 10:00","2019","01","06","10:00","2.1","","-2.1","","74","","32","","18","","16.1","","101.15","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 11:00","2019","01","06","11:00","2.2","","-6.2","","54","","36","","21","","16.1","","101.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 12:00","2019","01","06","12:00","1.8","","-8.4","","47","","35","","21","","16.1","","101.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 13:00","2019","01","06","13:00","1.1","","-8.5","","49","","33","","18","","16.1","","101.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 14:00","2019","01","06","14:00","1.2","","-8.4","","49","","34","","17","","16.1","","101.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 15:00","2019","01","06","15:00","-0.1","","-6.8","","61","","32","","26","","16.1","","101.60","","","","-6","","Rain,Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 16:00","2019","01","06","16:00","-1.0","","-9.4","","53","","34","","22","","16.1","","101.75","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 17:00","2019","01","06","17:00","-1.8","","-10.2","","53","","33","","13","","16.1","","101.86","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 18:00","2019","01","06","18:00","-2.4","","-10.7","","53","","32","","18","","16.1","","101.98","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 19:00","2019","01","06","19:00","-2.9","","-11.5","","52","","3","","24","","16.1","","102.09","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 20:00","2019","01","06","20:00","-3.8","","-13.3","","48","","2","","22","","16.1","","102.18","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 21:00","2019","01","06","21:00","-4.4","","-13.9","","48","","1","","13","","16.1","","102.25","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 22:00","2019","01","06","22:00","-4.7","","-13.6","","50","","1","","13","","16.1","","102.30","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-06 23:00","2019","01","06","23:00","-5.4","","-13.3","","54","","5","","24","","16.1","","102.30","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 00:00","2019","01","07","00:00","-6.0","","-13.2","","57","","6","","17","","16.1","","102.33","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 01:00","2019","01","07","01:00","-6.6","","-12.9","","61","","4","","18","","16.1","","102.34","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 02:00","2019","01","07","02:00","-7.0","","-12.7","","64","","4","","18","","16.1","","102.35","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 03:00","2019","01","07","03:00","-6.9","","-11.7","","69","","4","","21","","16.1","","102.38","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 04:00","2019","01","07","04:00","-5.6","","-9.2","","76","","6","","30","","16.1","","102.30","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 05:00","2019","01","07","05:00","-4.6","","-7.5","","80","","8","","26","","16.1","","102.28","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 06:00","2019","01","07","06:00","-4.3","","-8.1","","75","","9","","28","","16.1","","102.31","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 07:00","2019","01","07","07:00","-3.7","","-7.5","","75","","10","","24","","16.1","","102.29","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 08:00","2019","01","07","08:00","-3.3","","-7.3","","74","","10","","28","","16.1","","102.22","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2019-01-07 09:00","2019","01","07","09:00","-3.2","","-6.9","","76","","11","","26","","16.1","","102.25","","","","-10","","NA"
